ImageName,SSIM,PSNR,RMSE,SAM,SRE,UIQ
thangchung_practical-dapr,0.6128,33.5757,0.0207,0.0000,57.2894
thill_kafkacap,0.6019,37.1811,0.0138,0.0000,57.8377
today-real-estate_today-real-estate_front-end,0.8048,37.4090,0.0134,0.0000,59.4905
turkcellcloud_jupyter-openshift,0.5643,34.0043,0.0199,0.0000,56.8198
unnmdnwb3_dora,0.6264,35.9207,0.0160,0.0000,59.1548
usds_justice40-tool,0.3795,27.6779,0.0413,0.0000,51.2824
ut-ims-robotics_robotont,0.5177,35.3106,0.0171,0.0000,55.0570
vectranetworks_AWS-Traffic-Mirroring-Session-Manager,0.5782,36.7102,0.0146,0.0000,56.9269
victor369basu_Real-time-stock-market-prediction,0.6997,35.6919,0.0164,0.0000,56.8046
victorshinya_serverless-chatbot,0.8694,39.2238,0.0107,89.9750,62.2704
vinijmoura_Azure-DevOps,0.7277,34.7878,0.0178,0.0000,56.0732
vishipayyallore_blazorwasm-apim-api-sql-redis,0.7945,39.3470,0.0105,0.0000,61.8891
whtngus_whtngus.github.io,0.6801,35.9392,0.0159,0.0000,55.4813
wso2_chef-apim,0.6013,33.2853,0.0217,0.0000,56.0583
xinsongyan_talos_pal_locomotion_slmc,0.6762,34.9452,0.0170,0.0000,58.8455
xydo1990_mlops_zoomcamp_homework,0.7645,37.3313,0.0136,0.0000,61.1303
yoshixmk_remarks,0.7685,36.6090,0.0148,0.0000,58.4293
yuwen123441_NVMeAutomation,0.6772,37.3217,0.0135,0.0000,57.4889
zalando-incubator_fabric-gateway,0.1401,26.0178,0.0500,0.0000,43.2421
zeromicro_zero-doc,0.7822,35.0349,0.0177,0.0000,63.3819
zeropaper_visual-fiha,0.5415,36.2200,0.0155,0.0000,57.1070
zmyzheng_TweetMap,0.7780,36.8477,0.0144,0.0000,60.0380
zoolhelmy_ESP8266-Weather-Station,0.7536,37.1807,0.0138,0.0000,58.1571
zwt-sdk_zwt,0.4930,31.4208,0.0268,0.0000,51.6248
